121	3
153.9881	99.6504	44.7350	-42201683186052843888412332559599403008.0000
153.3905	100.3675	45.0936	-42201683186052843888412332559599403008.0000
152.7928	101.0847	45.4522	-42201683186052843888412332559599403008.0000
152.1952	101.8018	45.8107	-42201683186052843888412332559599403008.0000
151.5976	102.5189	46.1693	-42201683186052843888412332559599403008.0000
151.0000	103.2361	46.5279	-42201683186052843888412332559599403008.0000
150.4024	103.9532	46.8864	-42201683186052843888412332559599403008.0000
149.8048	104.6703	47.2450	-42201683186052843888412332559599403008.0000
149.2072	105.3875	47.6036	-42201683186052843888412332559599403008.0000
148.6095	106.1046	47.9621	-42201683186052843888412332559599403008.0000
148.0119	106.8218	48.3207	-42201683186052843888412332559599403008.0000
153.9881	99.2032	45.6294	-42201683186052843888412332559599403008.0000
153.3905	99.9203	45.9880	-42201683186052843888412332559599403008.0000
152.7928	100.6374	46.3466	-42201683186052843888412332559599403008.0000
152.1952	101.3546	46.7052	-42201683186052843888412332559599403008.0000
151.5976	102.0717	47.0637	-42201683186052843888412332559599403008.0000
151.0000	102.7889	47.4223	-42201683186052843888412332559599403008.0000
150.4024	103.5060	47.7809	-42201683186052843888412332559599403008.0000
149.8048	104.2231	48.1394	-42201683186052843888412332559599403008.0000
149.2072	104.9403	48.4980	-42201683186052843888412332559599403008.0000
148.6095	105.6574	48.8566	-42201683186052843888412332559599403008.0000
148.0119	106.3745	49.2151	-42201683186052843888412332559599403008.0000
153.9881	98.7560	46.5239	-42201683186052843888412332559599403008.0000
153.3905	99.4731	46.8824	-42201683186052843888412332559599403008.0000
152.7928	100.1902	47.2410	-42201683186052843888412332559599403008.0000
152.1952	100.9074	47.5996	-42201683186052843888412332559599403008.0000
151.5976	101.6245	47.9581	-42201683186052843888412332559599403008.0000
151.0000	102.3416	48.3167	-42201683186052843888412332559599403008.0000
150.4024	103.0588	48.6753	-42201683186052843888412332559599403008.0000
149.8048	103.7759	49.0339	-42201683186052843888412332559599403008.0000
149.2072	104.4931	49.3924	-42201683186052843888412332559599403008.0000
148.6095	105.2102	49.7510	-42201683186052843888412332559599403008.0000
148.0119	105.9273	50.1096	-42201683186052843888412332559599403008.0000
153.9881	98.3087	47.4183	-42201683186052843888412332559599403008.0000
153.3905	99.0259	47.7769	-42201683186052843888412332559599403008.0000
152.7928	99.7430	48.1354	-42201683186052843888412332559599403008.0000
152.1952	100.4602	48.4940	-42201683186052843888412332559599403008.0000
151.5976	101.1773	48.8526	-42201683186052843888412332559599403008.0000
151.0000	101.8944	49.2111	-42201683186052843888412332559599403008.0000
150.4024	102.6116	49.5697	-42201683186052843888412332559599403008.0000
149.8048	103.3287	49.9283	-42201683186052843888412332559599403008.0000
149.2072	104.0458	50.2869	-42201683186052843888412332559599403008.0000
148.6095	104.7630	50.6454	-42201683186052843888412332559599403008.0000
148.0119	105.4801	51.0040	-42201683186052843888412332559599403008.0000
153.9881	97.8615	48.3127	-42201683186052843888412332559599403008.0000
153.3905	98.5787	48.6713	-42201683186052843888412332559599403008.0000
152.7928	99.2958	49.0299	-42201683186052843888412332559599403008.0000
152.1952	100.0129	49.3884	-42201683186052843888412332559599403008.0000
151.5976	100.7301	49.7470	-42201683186052843888412332559599403008.0000
151.0000	101.4472	50.1056	-42201683186052843888412332559599403008.0000
150.4024	102.1644	50.4641	-42201683186052843888412332559599403008.0000
149.8048	102.8815	50.8227	-42201683186052843888412332559599403008.0000
149.2072	103.5986	51.1813	-42201683186052843888412332559599403008.0000
148.6095	104.3158	51.5398	-42201683186052843888412332559599403008.0000
148.0119	105.0329	51.8984	-42201683186052843888412332559599403008.0000
153.9881	97.4143	49.2072	-42201683186052843888412332559599403008.0000
153.3905	98.1315	49.5657	-42201683186052843888412332559599403008.0000
152.7928	98.8486	49.9243	-42201683186052843888412332559599403008.0000
152.1952	99.5657	50.2829	-42201683186052843888412332559599403008.0000
151.5976	100.2829	50.6414	-42201683186052843888412332559599403008.0000
151.0000	101.0000	51.0000	-42201683186052843888412332559599403008.0000
150.4024	101.7171	51.3586	-42201683186052843888412332559599403008.0000
149.8048	102.4343	51.7171	-42201683186052843888412332559599403008.0000
149.2072	103.1514	52.0757	-42201683186052843888412332559599403008.0000
148.6095	103.8685	52.4343	-42201683186052843888412332559599403008.0000
148.0119	104.5857	52.7928	-42201683186052843888412332559599403008.0000
153.9881	96.9671	50.1016	-42201683186052843888412332559599403008.0000
153.3905	97.6842	50.4602	-42201683186052843888412332559599403008.0000
152.7928	98.4014	50.8187	-42201683186052843888412332559599403008.0000
152.1952	99.1185	51.1773	-42201683186052843888412332559599403008.0000
151.5976	99.8356	51.5359	-42201683186052843888412332559599403008.0000
151.0000	100.5528	51.8944	-42201683186052843888412332559599403008.0000
150.4024	101.2699	52.2530	-42201683186052843888412332559599403008.0000
149.8048	101.9871	52.6116	-42201683186052843888412332559599403008.0000
149.2072	102.7042	52.9701	-42201683186052843888412332559599403008.0000
148.6095	103.4213	53.3287	-42201683186052843888412332559599403008.0000
148.0119	104.1385	53.6873	-42201683186052843888412332559599403008.0000
153.9881	96.5199	50.9960	-42201683186052843888412332559599403008.0000
